"date","geography","geography code","Age: All categories: Age; Sex: All persons; measures: Value","Age: All categories: Age; Sex: Males; measures: Value","Age: All categories: Age; Sex: Females; measures: Value","Age: Age 0 to 4; Sex: All persons; measures: Value","Age: Age 0 to 4; Sex: Males; measures: Value","Age: Age 0 to 4; Sex: Females; measures: Value","Age: Age 5 to 9; Sex: All persons; measures: Value","Age: Age 5 to 9; Sex: Males; measures: Value","Age: Age 5 to 9; Sex: Females; measures: Value","Age: Age 10 to 15; Sex: All persons; measures: Value","Age: Age 10 to 15; Sex: Males; measures: Value","Age: Age 10 to 15; Sex: Females; measures: Value","Age: Age 16 to 19; Sex: All persons; measures: Value","Age: Age 16 to 19; Sex: Males; measures: Value","Age: Age 16 to 19; Sex: Females; measures: Value","Age: Age 20 to 24; Sex: All persons; measures: Value","Age: Age 20 to 24; Sex: Males; measures: Value","Age: Age 20 to 24; Sex: Females; measures: Value","Age: Age 25 to 29; Sex: All persons; measures: Value","Age: Age 25 to 29; Sex: Males; measures: Value","Age: Age 25 to 29; Sex: Females; measures: Value","Age: Age 30 to 34; Sex: All persons; measures: Value","Age: Age 30 to 34; Sex: Males; measures: Value","Age: Age 30 to 34; Sex: Females; measures: Value","Age: Age 35 to 39; Sex: All persons; measures: Value","Age: Age 35 to 39; Sex: Males; measures: Value","Age: Age 35 to 39; Sex: Females; measures: Value","Age: Age 40 to 44; Sex: All persons; measures: Value","Age: Age 40 to 44; Sex: Males; measures: Value","Age: Age 40 to 44; Sex: Females; measures: Value","Age: Age 45 to 49; Sex: All persons; measures: Value","Age: Age 45 to 49; Sex: Males; measures: Value","Age: Age 45 to 49; Sex: Females; measures: Value","Age: Age 50 to 54; Sex: All persons; measures: Value","Age: Age 50 to 54; Sex: Males; measures: Value","Age: Age 50 to 54; Sex: Females; measures: Value","Age: Age 55 to 59; Sex: All persons; measures: Value","Age: Age 55 to 59; Sex: Males; measures: Value","Age: Age 55 to 59; Sex: Females; measures: Value","Age: Age 60 to 64; Sex: All persons; measures: Value","Age: Age 60 to 64; Sex: Males; measures: Value","Age: Age 60 to 64; Sex: Females; measures: Value","Age: Age 65 to 69; Sex: All persons; measures: Value","Age: Age 65 to 69; Sex: Males; measures: Value","Age: Age 65 to 69; Sex: Females; measures: Value","Age: Age 70 to 74; Sex: All persons; measures: Value","Age: Age 70 to 74; Sex: Males; measures: Value","Age: Age 70 to 74; Sex: Females; measures: Value","Age: Age 75 to 79; Sex: All persons; measures: Value","Age: Age 75 to 79; Sex: Males; measures: Value","Age: Age 75 to 79; Sex: Females; measures: Value","Age: Age 80 to 84; Sex: All persons; measures: Value","Age: Age 80 to 84; Sex: Males; measures: Value","Age: Age 80 to 84; Sex: Females; measures: Value","Age: Age 85 and over; Sex: All persons; measures: Value","Age: Age 85 and over; Sex: Males; measures: Value","Age: Age 85 and over; Sex: Females; measures: Value"
"2011","AL - St Albans","AL - St Albans",256298,124372,131926,17091,8789,8302,15102,7701,7401,18005,8968,9037,13399,6742,6657,19016,9606,9410,17418,8679,8739,17428,8765,8663,18054,8653,9401,19178,9191,9987,19093,8932,10161,16369,7872,8497,14052,6858,7194,13763,6662,7101,10332,4974,5358,8690,4073,4617,7671,3497,4174,5985,2537,3448,5652,1873,3779
"2011","B - Birmingham","B - Birmingham",1951302,963273,988029,132898,68428,64470,122336,62977,59359,149872,77169,72703,106760,54006,52754,143748,70436,73312,140201,68951,71250,133392,65531,67861,132106,66261,65845,142482,71211,71271,137944,68891,69053,118064,59336,58728,103988,52709,51279,101946,51023,50923,81942,39923,42019,67060,31575,35485,55841,25030,30811,42528,17629,24899,38194,12187,26007
"2011","BA - Bath","BA - Bath",440490,213502,226988,24343,12492,11851,23060,11884,11176,31156,15835,15321,24999,12735,12264,30972,15619,15353,25100,12737,12363,23868,11660,12208,27082,12939,14143,31696,15165,16531,32603,15588,17015,29171,14056,15115,26845,13013,13832,28975,13948,15027,23200,11225,11975,18340,8697,9643,15204,7019,8185,11871,4938,6933,12005,3952,8053
"2011","BB - Blackburn","BB - Blackburn",483065,238524,244541,33615,17176,16439,30811,15771,15040,38006,19543,18463,25037,12907,12130,29529,14359,15170,31426,15465,15961,29185,14474,14711,30793,15188,15605,34951,17513,17438,34014,17159,16855,31232,15738,15494,28183,14216,13967,30556,15264,15292,22862,11272,11590,17999,8687,9312,14313,6389,7924,10751,4316,6435,9802,3087,6715
"2011","BD - Bradford","BD - Bradford",574120,279090,295030,44064,22499,21565,40210,20482,19728,47663,24177,23486,30203,15463,14740,37746,18337,19409,40616,19235,21381,38380,18860,19520,38099,18979,19120,40169,19501,20668,38468,18479,19989,35935,17347,18588,31649,15842,15807,31089,15299,15790,21977,10608,11369,19503,9024,10479,15795,6898,8897,11684,4656,7028,10870,3404,7466
"2011","BH - Bournemouth","BH - Bournemouth",544786,264793,279993,28466,14557,13909,25726,13234,12492,34276,17530,16746,25918,13182,12736,34416,17629,16787,31400,15732,15668,31141,15917,15224,31994,16164,15830,36384,18151,18233,38275,18827,19448,33739,16378,17361,31418,14980,16438,37618,17924,19694,31955,15449,16506,26623,12641,13982,23977,10793,13184,20156,8385,11771,21304,7320,13984
"2011","BL - Bolton","BL - Bolton",374512,180171,194341,24931,12676,12255,22887,11856,11031,29009,15034,13975,20099,10224,9875,24181,11779,12402,24227,11549,12678,22325,10615,11710,24046,11322,12724,27796,13095,14701,27119,12581,14538,23524,11037,12487,20944,10103,10841,23502,11378,12124,18375,9081,9294,14838,7060,7778,11252,5060,6192,8079,3303,4776,7378,2418,4960
"2011","BN - Brighton","BN - Brighton",764624,365285,399339,43632,22570,21062,40472,20888,19584,51098,26361,24737,38829,19693,19136,51981,25758,26223,45628,23018,22610,44015,21002,23013,47444,22454,24990,53356,25314,28042,54072,25586,28486,45765,21731,24034,42022,19863,22159,48663,23271,25392,40905,19455,21450,34878,16071,18807,30038,13387,16651,25131,10285,14846,26695,8578,18117
"2011","BR - Bromley","BR - Bromley",263900,122098,141802,19108,9754,9354,17698,8973,8725,22208,11367,10841,14081,7063,7018,14111,6842,7269,13434,6444,6990,13796,6487,7309,14838,6399,8439,17821,7675,10146,18354,8015,10339,16159,7293,8866,14076,6369,7707,16476,7457,9019,13527,6261,7266,11539,5115,6424,10421,4604,5817,8416,3404,5012,7837,2576,5261
"2011","BS - Bristol","BS - Bristol",952555,473326,479229,59613,30495,29118,50888,25875,25013,62967,32081,30886,47651,24201,23450,71200,35816,35384,68064,34485,33579,65128,33108,32020,64581,32753,31828,70010,35578,34432,70186,35803,34383,59994,30372,29622,52958,26579,26379,55235,27652,27583,44437,21986,22451,35177,16718,18459,29429,13224,16205,22408,9401,13007,22629,7199,15430
"2011","CA - Carlisle","CA - Carlisle",319648,157822,161826,16639,8534,8105,16007,8303,7704,21300,10810,10490,15241,7905,7336,17001,8575,8426,17406,8700,8706,16666,8438,8228,18859,9189,9670,23877,11815,12062,25074,12563,12511,23531,11772,11759,21223,10674,10549,23815,12025,11790,18537,9285,9252,15431,7452,7979,12219,5601,6618,8880,3622,5258,7942,2559,5383
"2011","CB - Cambridge","CB - Cambridge",435157,216762,218395,25692,13202,12490,22828,11751,11077,27596,14064,13532,23276,11939,11337,35621,18870,16751,32725,16675,16050,32266,16589,15677,31017,15669,15348,32065,15837,16228,31711,15643,16068,27261,13499,13762,24023,11673,12350,24918,12405,12513,18696,9179,9517,14479,6974,7505,11921,5529,6392,9609,4026,5583,9453,3238,6215
"2011","CH - Chester","CH - Chester",638521,309078,329443,38000,19346,18654,35529,18089,17440,46419,24037,22382,32658,16778,15880,38188,18915,19273,35838,17743,18095,33578,16263,17315,38217,18630,19587,44700,21492,23208,47202,22720,24482,42805,20811,21994,39329,18941,20388,44083,21562,22521,34962,16917,18045,29579,13905,15674,23788,10545,13243,17717,7269,10448,15929,5115,10814
"2011","CM - Chelmsford","CM - Chelmsford",614945,294808,320137,39599,20263,19336,37760,19358,18402,48123,24740,23383,31456,16055,15401,32912,16556,16356,33649,16647,17002,34054,16322,17732,38268,17723,20545,44887,20543,24344,45651,21221,24430,40762,19318,21444,36689,17760,18929,40784,19433,21351,31802,15205,16597,25396,11807,13589,21599,9944,11655,16396,6837,9559,15158,5076,10082
"2011","CO - Colchester","CO - Colchester",387963,185373,202590,22716,11632,11084,21448,11055,10393,28059,14579,13480,20052,10289,9763,23958,12363,11595,20242,10099,10143,19361,9259,10102,21531,10080,11451,25273,11593,13680,25628,11805,13823,23074,10743,12331,22576,10480,12096,28738,13198,15540,24444,11781,12663,19744,9539,10205,16257,7581,8676,12554,5317,7237,12308,3980,8328
"2011","CR - Croydon","CR - Croydon",352386,170688,181698,30293,15381,14912,25566,12809,12757,31621,16059,15562,20311,10405,9906,21194,10614,10580,22833,11088,11745,23179,11391,11788,22077,10667,11410,23570,11177,12393,24590,11870,12720,20499,9971,10528,17825,8503,9322,18052,8636,9416,14263,6611,7652,12008,5556,6452,10105,4578,5527,7439,3051,4388,6961,2321,4640
"2011","CT - Canterbury","CT - Canterbury",466771,221996,244775,26947,13799,13148,25197,13044,12153,34754,17977,16777,27801,14047,13754,33260,16396,16864,25271,12243,13028,23135,10978,12157,24863,11431,13432,30358,14264,16094,31301,14644,16657,28407,13316,15091,27341,12756,14585,32560,15481,17079,27070,12967,14103,21610,10280,11330,17558,7893,9665,14404,5780,8624,14934,4700,10234
"2011","CV - Coventry","CV - Coventry",826115,410626,415489,51761,26612,25149,45632,23137,22495,57081,29053,28028,44300,22926,21374,61175,31631,29544,55033,27969,27064,51944,26072,25872,54756,27549,27207,60010,29865,30145,59864,30113,29751,52356,26679,25677,46664,23499,23165,48650,24186,24464,41221,20302,20919,31996,15270,16726,25346,11564,13782,19599,8145,11454,18727,6054,12673
"2011","CW - Crewe","CW - Crewe",299664,147798,151866,17742,9211,8531,17278,8807,8471,21965,11178,10787,15478,8056,7422,16698,8542,8156,16404,8235,8169,15735,7929,7806,18809,9338,9471,22159,10843,11316,23053,11529,11524,20131,9899,10232,18313,9181,9132,20966,10281,10685,16748,8351,8397,13253,6360,6893,10176,4656,5520,7656,3128,4528,7100,2274,4826
"2011","DA - Dartford","DA - Dartford",386882,187687,199195,28005,14235,13770,25929,13352,12577,33188,17037,16151,22024,11083,10941,23399,11686,11713,21693,10830,10863,21518,10610,10908,22728,11012,11716,26535,12515,14020,27003,13137,13866,23538,11525,12013,20595,10081,10514,22549,10906,11643,18421,8804,9617,15980,7357,8623,13885,6142,7743,10612,4359,6253,9280,3016,6264
"2011","DE - Derby","DE - Derby",728253,361943,366310,44686,22926,21760,41471,21383,20088,52815,27227,25588,36613,18675,17938,45229,23022,22207,44137,22032,22105,42489,21247,21242,47408,24090,23318,55209,27951,27258,55936,28365,27571,47746,24361,23385,43105,21710,21395,46506,23180,23326,37247,18268,18979,29127,14037,15090,23914,10742,13172,18036,7389,10647,16579,5338,11241
"2011","DH - Durham","DH - Durham",297771,146080,151691,16962,8639,8323,15365,7887,7478,19933,10150,9783,16526,8246,8280,22470,11359,11111,17591,8800,8791,15877,7904,7973,17131,8461,8670,20983,10362,10621,22007,11075,10932,20028,9824,10204,18557,9254,9303,20332,9942,10390,16315,7997,8318,13762,6473,7289,10379,4684,5695,7303,3020,4283,6250,2003,4247
"2011","DL - Darlington","DL - Darlington",356624,176957,179667,20745,10613,10132,19231,9836,9395,24962,12753,12209,18312,10156,8156,22270,12591,9679,21683,11632,10051,19398,9891,9507,21059,10345,10714,25208,12300,12908,26480,12854,13626,23794,11436,12358,22191,10806,11385,24987,12138,12849,19356,9465,9891,16279,7747,8532,12729,5738,6991,9409,3876,5533,8531,2780,5751
"2011","DN - Doncaster","DN - Doncaster",743421,364899,378522,46137,23617,22520,41993,21253,20740,53358,26917,26441,37205,19147,18058,44893,22526,22367,45303,22649,22654,40600,20327,20273,44943,22260,22683,52677,25689,26988,55872,27801,28071,51272,25467,25805,46292,23024,23268,49498,24503,24995,39053,19185,19868,32292,15278,17014,26168,11800,14368,19107,7987,11120,16758,5469,11289
"2011","DT - Dorchester","DT - Dorchester",208073,99962,108111,10238,5216,5022,10211,5299,4912,14779,7503,7276,10593,5686,4907,10508,5733,4775,9202,4586,4616,9256,4608,4648,10825,5130,5695,13248,6183,7065,14592,6845,7747,13913,6382,7531,13797,6427,7370,16647,7806,8841,14466,6947,7519,11374,5527,5847,9504,4351,5153,7459,3238,4221,7461,2495,4966
"2011","DY - Dudley","DY - Dudley",385444,185774,199670,24447,12476,11971,23278,11852,11426,29597,15299,14298,19903,10247,9656,21875,10790,11085,21157,10172,10985,19727,9485,10242,22598,10813,11785,27127,12677,14450,26780,12699,14081,23082,11081,12001,22424,10820,11604,25926,12501,13425,23520,11525,11995,19098,9215,9883,14774,6812,7962,10720,4416,6304,9411,2894,6517
"2011","E - London E","E - London E",1160540,618540,542000,77499,39620,37879,63009,31887,31122,68521,34905,33616,47776,24101,23675,97062,50137,46925,141575,74489,67086,138272,75309,62963,114455,65340,49115,100923,58296,42627,83976,47599,36377,65388,36588,28800,47046,25425,21621,35835,18730,17105,23415,11411,12004,19803,9679,10124,15370,7162,8208,11021,4688,6333,9594,3174,6420
"2011","EC - London EC","EC - London EC",335031,195848,139183,1550,777,773,1197,597,600,1250,683,567,4035,2006,2029,28216,13878,14338,63525,33624,29901,63124,35204,27920,48741,29616,19125,39020,25098,13922,31554,20339,11215,22226,14483,7743,14609,9430,5179,9018,5993,3025,3261,2160,1101,1540,914,626,896,465,431,682,333,349,587,248,339
"2011","EN - Enfield","EN - Enfield",319430,155911,163519,23995,12213,11782,21379,11014,10365,26172,13584,12588,16763,8713,8050,19478,9697,9781,20332,10026,10306,19837,9716,10121,19939,9619,10320,23016,11134,11882,22867,11200,11667,19576,9673,9903,16531,8135,8396,17446,8524,8922,14622,6939,7683,12148,5576,6572,10379,4593,5786,7783,3239,4544,7167,2316,4851
"2011","EX - Exeter","EX - Exeter",552674,268793,283881,28263,14454,13809,26672,13770,12902,35655,18315,17340,27744,14301,13443,34827,17894,16933,28851,14701,14150,27934,13873,14061,30861,15092,15769,37551,18330,19221,39623,19353,20270,36459,17731,18728,35196,16957,18239,40894,19886,21008,34691,16798,17893,27686,13169,14517,22669,10424,12245,18397,7635,10762,18701,6110,12591
"2011","FY - Blackpool","FY - Blackpool",270070,128512,141558,14542,7437,7105,13719,7088,6631,18233,9315,8918,13089,6573,6516,14486,7114,7372,14169,6852,7317,13258,6390,6868,14942,7084,7858,18740,8907,9833,20068,9537,10531,18057,8544,9513,16292,7791,8501,18969,9103,9866,16680,8076,8604,14550,6814,7736,12056,5333,6723,9462,3798,5664,8758,2756,6002
"2011","GL - Gloucester","GL - Gloucester",601530,294112,307418,33792,17211,16581,32048,16397,15651,42586,21820,20766,30474,15600,14874,35522,17772,17750,34645,17498,17147,33749,17224,16525,37828,18891,18937,44261,21888,22373,45916,22214,23702,41054,20023,21031,37235,18269,18966,39984,19283,20701,32725,15808,16917,26089,12681,13408,20997,9419,11578,16336,6800,9536,16289,5314,10975
"2011","GU - Guildford","GU - Guildford",695436,338903,356533,45503,23286,22217,42602,21842,20760,52554,27177,25377,35678,18460,17218,42000,22167,19833,41325,21482,19843,42294,20968,21326,46918,22681,24237,50254,23800,26454,51323,24163,27160,44688,21319,23369,38788,18558,20230,42181,20201,21980,34223,16404,17819,27511,13032,14479,22867,10512,12355,17181,7188,9993,17546,5663,11883
"2011","HA - Harrow","HA - Harrow",415450,200175,215275,31871,16307,15564,28679,14730,13949,35067,18262,16805,22677,11918,10759,26195,13421,12774,29762,14668,15094,29500,14496,15004,26718,12702,14016,26515,12255,14260,26312,12109,14203,24175,11110,13065,21322,9967,11355,21040,9548,11492,17746,8110,9636,15647,7212,8435,13404,6112,7292,9753,4076,5677,9067,3172,5895
"2011","HD - Huddersfield","HD - Huddersfield",247095,120879,126216,16325,8278,8047,14979,7603,7376,18480,9380,9100,13453,6904,6549,17157,8822,8335,14298,7250,7048,13836,6800,7036,15172,7485,7687,17513,8631,8882,17435,8498,8937,15595,7625,7970,14482,7197,7285,16309,7901,8408,12570,6080,6490,10174,4842,5332,7896,3476,4420,6033,2380,3653,5388,1727,3661
"2011","HG - Harrogate","HG - Harrogate",139457,67147,72310,7708,3959,3749,7571,3855,3716,9772,5028,4744,6975,3687,3288,7677,4079,3598,8461,4341,4120,8041,4041,4000,8692,4195,4497,10297,4883,5414,10527,4917,5610,9344,4418,4926,8277,3939,4338,9057,4310,4747,7423,3458,3965,6294,2884,3410,5207,2319,2888,4017,1586,2431,4117,1248,2869
"2011","HP - Hemel Hempstead","HP - Hemel Hempstead",460667,223239,237428,32619,16567,16052,29846,15403,14443,37250,18915,18335,23485,12000,11485,25365,12820,12545,26819,13295,13524,27807,13691,14116,29677,14400,15277,33103,15636,17467,33756,16200,17556,30222,14461,15761,26360,12645,13715,27456,13135,14321,21978,10651,11327,17922,8368,9554,15095,6790,8305,11270,4711,6559,10637,3551,7086
"2011","HR - Hereford","HR - Hereford",175570,85775,89795,9367,4842,4525,8849,4553,4296,12143,6214,5929,8264,4196,4068,9360,4840,4520,9600,4932,4668,9448,4785,4663,10097,5044,5053,12194,5968,6226,13099,6436,6663,11727,5611,6116,11427,5363,6064,12792,6185,6607,10768,5240,5528,8637,4206,4431,7281,3392,3889,5434,2316,3118,5083,1652,3431
"2011","HU - Hull","HU - Hull",441140,216415,224725,26254,13529,12725,23360,11934,11426,29968,15413,14555,23666,12112,11554,32280,16464,15816,27835,13776,14059,25810,12930,12880,28288,13982,14306,31090,15288,15802,32703,16060,16643,29515,14527,14988,26273,12846,13427,28787,14172,14615,20922,10170,10752,18512,8724,9788,15370,6961,8409,10919,4462,6457,9588,3065,6523
"2011","HX - Halifax","HX - Halifax",162080,78744,83336,10464,5210,5254,9676,4876,4800,12312,6249,6063,8062,4115,3947,9534,4734,4800,10368,5023,5345,10481,5188,5293,11134,5414,5720,12687,6212,6475,12227,5959,6268,11060,5461,5599,9356,4663,4693,10048,4948,5100,7455,3684,3771,5932,2781,3151,4563,1956,2607,3519,1312,2207,3202,959,2243
"2011","IG - Ilford","IG - Ilford",297191,143468,153723,26939,13950,12989,23286,11998,11288,27200,13981,13219,16723,8605,8118,19343,10156,9187,21066,10138,10928,20512,9539,10973,19228,8803,10425,19514,8977,10537,18449,8540,9909,16711,8028,8683,14638,6961,7677,13990,6610,7380,10778,5045,5733,9114,4272,4842,7604,3434,4170,6105,2431,3674,5991,2000,3991
"2011","IP - Ipswich","IP - Ipswich",591504,293079,298425,34888,17993,16895,32310,16635,15675,42263,21843,20420,28050,14638,13412,33471,17616,15855,35399,18635,16764,33359,17115,16244,35487,17738,17749,41455,20477,20978,42427,20936,21491,38226,18824,19402,35929,17400,18529,41555,20037,21518,33501,16598,16903,26793,12994,13799,22438,10447,11991,17285,7464,9821,16668,5689,10979
"2011","KT - Kingston upon Thames","KT - Kingston upon Thames",506737,240906,265831,35144,18089,17055,31333,15985,15348,37700,19164,18536,24954,12415,12539,31087,15123,15964,31076,15521,15555,32843,15901,16942,34888,16400,18488,36384,16598,19786,36706,16739,19967,31784,14669,17115,27610,12889,14721,30165,14239,15926,23245,11101,12144,18915,8714,10201,16394,7424,8970,12805,5401,7404,13704,4534,9170
"2011","L - Liverpool","L - Liverpool",871991,421597,450394,47673,24552,23121,42750,21832,20918,57970,29506,28464,49679,24310,25369,74359,37251,37108,61895,31229,30666,54163,26804,27359,53305,25513,27792,61462,29693,31769,65786,30864,34922,61074,29346,31728,52501,25602,26899,50648,25084,25564,37968,18127,19841,34602,15884,18718,29469,12756,16713,20719,8336,12383,15968,4908,11060
"2011","LA - Lancaster","LA - Lancaster",322753,156299,166454,16208,8400,7808,15558,8034,7524,22030,11244,10786,18351,9180,9171,21704,10862,10842,16859,8359,8500,15932,7845,8087,17714,8494,9220,22473,10770,11703,23398,11270,12128,21655,10417,11238,20132,9826,10306,23514,11548,11966,19763,9735,10028,16061,7787,8274,12639,5726,6913,9680,3974,5706,9082,2828,6254
"2011","LE - Leicester","LE - Leicester",983349,484948,498401,60561,30622,29939,55917,28694,27223,70887,36656,34231,56842,29203,27639,76518,38441,38077,64713,31996,32717,60472,30600,29872,63209,31375,31834,70072,34142,35930,70677,34841,35836,63322,31603,31719,56868,28506,28362,58694,29287,29407,45281,22058,23223,36329,17226,19103,29548,13475,16073,22508,9256,13252,20931,6967,13964
"2011","LN - Lincoln","LN - Lincoln",289932,141222,148710,15078,7730,7348,13809,7063,6746,19492,9949,9543,15479,7638,7841,19954,9986,9968,16253,8290,7963,14798,7240,7558,16371,8068,8303,20009,9774,10235,20895,10077,10818,18864,8981,9883,17734,8544,9190,21016,10130,10886,18276,9078,9198,14419,7000,7419,11361,5378,5983,8443,3685,4758,7681,2611,5070
"2011","LS - Leeds","LS - Leeds",829676,412427,417249,48773,24806,23967,41765,21415,20350,50725,25921,24804,45400,22192,23208,75588,37076,38512,65884,33207,32677,61218,31579,29639,59903,30910,28993,62833,32371,30462,60264,30938,29326,51855,26257,25598,43948,22396,21552,44616,22431,22185,32297,15625,16672,27683,12692,14991,23550,10380,13170,17542,7088,10454,15832,5143,10689
